Year,Disaster Type,Country,Location,Total Deaths,ISO
2010,Flood,India,"Ambala, Kurukshetra districts (Haryana province), Punjab, Kerala provinces",53,IND
2010,Flood,India,Andhra Pradesh province,27,IND
2010,Flood,India,Delhi province,11,IND
2010,Flood,India,Lakhimpur district (Assam province),,IND
2010,Flood,India,"Punjab, Haryana, Uttar Pradesh provinces",,IND
2010,Flood,India,"Chennai, Cuddalore, Nagapattinam, Pudukottai, Ramanthapuram, Thanjavur, Thiruvallur, Villupuram, Thoothukudi, Tirunelveli Kattabo districts (Tamil Nadu province)",203,IND
2010,Landslide,India,Administrative unit not available district (Jammu and Kashmir province),17,IND
2010,Storm,India,"Bihar, West Bengal, Assam provinces",114,IND
2010,Extreme temperature ,India,"Delhi, Haryana, Madhya Pradesh, Orissa, Rajasthan, Uttar Pradesh provinces",250,IND
2010,Transport accident,India,Mangalore,158,IND
2010,Transport accident,India,Godavari river (Andhra Pradesh state),32,IND
2010,Transport accident,India,Near Bangalore,30,IND
2010,Transport accident,India,Jharkhand,21,IND
2010,Transport accident,India,Dhanarua (Bihar state),24,IND
2010,Transport accident,India,Kishtiwar district (Cachemire),25,IND
2010,Transport accident,India,Himachal Pradesh,37,IND
2010,Transport accident,India,Near Bhopal (Madhya Pradesh),31,IND
2010,Transport accident,India,Ballia district (Uttar Pradesh),47,IND
2010,Transport accident,India,Buxar district (Bihar state),47,IND
2010,Transport accident,India,Bengale,50,IND
2010,Transport accident,India,Bengal,20,IND
2010,Transport accident,India,,10,IND
2010,Transport accident,India,Bengal ,61,IND
2010,Transport accident,India,Shivpuri district,22,IND
2010,Miscellaneous accident,India,Pratapgarth (Uttar Pradesh state),63,IND
2010,Miscellaneous accident,India,Uttarakhand,17,IND
2010,Miscellaneous accident,India,New Delhi,100,IND
2010,Miscellaneous accident,India,Banka district (Bihar),10,IND
2010,Miscellaneous accident,India,Kurung Kummey district (Arunachal Pradesh),12,IND
2010,Earthquake,Iran (Islamic Republic of),Andimeshk district (Khuzestan province),,IRN
2010,Earthquake,Iran (Islamic Republic of),Torbat-e heydarieh district (Khorasan province),,IRN
2010,Earthquake,Iran (Islamic Republic of),Lamerd district (Fars province),1,IRN
2010,Earthquake,Iran (Islamic Republic of),"Dorud village (Dorud district, Lorestan province), Razan village (Khorramabad district, Lorestan province)",,IRN
2010,Earthquake,Iran (Islamic Republic of),"Fahraj village (Bam district, Kerman province)",7,IRN
2010,Earthquake,Iran (Islamic Republic of),"Damghan village (Damghan district, Semnan province), Torud village (Shahrud district, Semnan province)",3,IRN
2011,Flood,China,"Jiangsu Sheng, Anchui Sheng, Jiangxi Sheng, Hunan Sheng, Guangdong Sheng, Sichuan Sheng, Yunnan Sheng, Xizang Zizhiqu provinces",6,CHN
2011,Flood,China,"Kaihua Xian, Changshan Xian areas (Quzhou district, Zhejiang Sheng province), Xianning, Wuhan districts (Hubei Sheng province), Shangrao district (Jiangxi Sheng province), Huangshan district (Anhui Sheng province), Yueyang districts (Hunan Sheng province), Sichuan Sheng, Chongqing Shi, Guizhou Sheng provinces ",467,CHN
2011,Earthquake,Indonesia,"Holtekamp beach (Muara Tami area, Kota Jayapura district, Papua province)",1,IDN
2011,Storm,China,"Shanghai Shi, Shandong Sheng, Liaoning Sheng, Jiangsu Sheng, Zhejiang Sheng",,CHN
2011,Flood,Afghanistan,Hirat province,25,AFG
2011,Transport accident,Afghanistan,Zaboul,20,AFG
2011,Transport accident,Afghanistan,Hesarak (Balkh province),21,AFG
2011,Flood,Bangladesh,"Cox's Bazar, Chittagong, Bandarban districts (Chittagong province), Satkhira, Jessore, Narail, Bagerhat, Chuadanga, Kushtia districts (Khulna province), Bogra, Sirajganj, Pabna, Naogaon districts (Rajshahi province), Lalmonirhat, Thakurgaon, Kurigram, Gaibandha districts (Rangpur province), Sherpur, Netrakona, Rajbari, Manikganj districts (Dhaka province)",10,BGD
2011,Extreme temperature ,Bangladesh,"Barguna district (Barisal province), Nazirpur upazila (Pirojpur district, Barisal province), Gaibandha, Kurigram, Thakurgaon, Dinajpur districts (Rangpur province), Gabura city (Rangpur district, Rangpur province), Domar upazila (Nilphamari district, Rangpur province), Tetulia upazila (Panchagarh district, Rangpur province), Dakope upazila (Khulna district, Khulna province), Kushtia, Chuadanga districts (Khulna province), Kalaroa upazila (Satkhira district, Khulna province), Tarail upazila (Kishoreganj district, Dhaka province), Manikganj, Sherpur districts (Dhaka province), Sirajganj, Rajshahi districts (Rajshahi province), Ishwardi city (Pabna district, Rajshahi province)",50,BGD
2011,Transport accident,Bangladesh,Near Mirershorai (Chittagong),31,BGD
2011,Transport accident,Bangladesh,,32,BGD
2011,Storm,China,"Foshan, Dongguan, Zhongshan districts (Guangdong Sheng province)",18,CHN
2011,Earthquake,China,"Pingyuanzhen village (Yingjiang area, Dehong Dai and Jingpo district, Yunnan Sheng province)",,CHN
2011,Earthquake,China,"Pingyuanzhen village (Yingjiang area, Dehong Dai and Jingpo district, Yunnan Sheng province)",25,CHN
2011,Earthquake,China,Yunnan Sheng province,,CHN
2011,Flood,China,"Wenchengzhen village (Yushan Xian area, Shangrao district, Jiangxi Sheng province), Fengcheng area (Yichun district, Jiangxi Sheng province), Wangmo area (Qianxinan Buyei and Miao district, Guizhou Sheng province), Luaihua, Loudi, Xiangxi Tujia and Miao districts (Hunan Sheng province)",16,CHN
2011,Landslide,China,"Luojiang area (Deyang district, Sichuan Sheng province)",22,CHN
2011,Landslide,China,"Lueyang area (Hanzhong district, Shaanxi Sheng province)",18,CHN
2011,Storm,China,"Xianning district (Hubei Sheng province), Guangdong Sheng province",23,CHN
2011,Extreme temperature ,China,"Sichuan Sheng, Jiangxi Sheng, Guizhou Sheng, Yunnan Sheng, Anhui Sheng, Hunan Sheng, Hubei Sheng, Guangxi Zhuangzu Zizhiqu provinces",2,CHN
2011,Transport accident,China,Hubei province,,CHN
2011,Transport accident,China,Henan province,41,CHN
2011,Transport accident,China,Wenzhou (Zheijiang province),140,CHN
2011,Industrial accident,China,Baishan city (Jilin province),13,CHN
2011,Industrial accident,China,Guiyang (Guizhou),13,CHN
2011,Industrial accident,China,Weifang (Shandong),21,CHN
2011,Miscellaneous accident,China,Daxing district (Pekin),18,CHN
2011,Miscellaneous accident,China,Tonghua (Jilin province),10,CHN
2011,Miscellaneous accident,Cyprus,Near Vasilikos,13,CYP
2011,Flood,Indonesia,"Hadiwarno, Jojo, Mejobo, Tenggeles, Kesambi, Golan, Sdanag, Pladen, Bulung Cangkring, Klaling, Sidorekso, Kedungdowo, Gamong, Papringan, Mijen, Karang Rowo, Mgawon, Ngembal Rajo, Manewan, Soco, Singocandi villages (Kudus district, Jawa Tengah province)",,IDN
2011,Flood,Indonesia,"Legon Kulon, Sukasari, Pusakanegara, Pamanukan, Pusaka Jaya areas (Subang district, Jawa Barat)",,IDN
2011,Flood,Indonesia,"Tangse area (Pidie district, Nangroe Aceh Darussalam province)",21,IDN
2011,Landslide,Indonesia,Garut district (Jawa Barat province),19,IDN
2011,Transport accident,Indonesia,Kaimana (Papua),25,IDN
2011,Transport accident,Indonesia,Ngwai,16,IDN
2011,Transport accident,Indonesia,Between Java and Sumatra Isl.,27,IDN
2011,Transport accident,Indonesia,Kalimantan province (Borneo Isl.),28,IDN
2011,Storm,India,Uttar Pradesh province,42,IND
2011,Extreme temperature ,India,"Delhi province, Allahabad, Pratapgarh, Jaunpur, Bara Banki districts (Uttar Pradesh province), Sundernagar city (Mandi district, Himachal Pradesh province), Bhuntar city (Kullu district, Himachal Pradesh province), Shimla, Solan districts (Himachal Pradesh province), Leh city ('40422' Jammu and Kashmir province), Qazigund city ('40425' Jammu and Kashmir province), Bihar province",80,IND
2011,Transport accident,India,Twang district (near Chinese border),18,IND
2011,Transport accident,India,Faridabad (near Delhi),10,IND
2011,Transport accident,India,Near Dehradun (Uttarakhand state),22,IND
2011,Transport accident,India,Kamrup district,28,IND
2011,Transport accident,India,Kanshiramnagar (Uttar Pradesh),35,IND
2011,Transport accident,India,"Fatehpur, near Lucknow (Uttar Pradesh)",68,IND
2011,Miscellaneous accident,India,Sabarimala (Kerala state),100,IND
2009,Earthquake,Japan,"Sizuokasi, Yaidusi, Sagaratyoo, Huziedasi, Simadasi, Kakegawasi, Haibaratyoo districts (Sizuola province), Tookyoo province",1,JPN
2009,Storm,Philippines (the),Region V (Bicol region) province,29,PHL
2009,Storm,Philippines (the),"Botolan, Iba, San Antonio, San Felipe, San Marcelino areas (Zambales district, Region III (Central Luzon) province), Abucay, Bagac, Dinalupihan, Hermosa, Morong, Pilar, Samal areas (Bataan district, Region III (Central Luzon) province), Apalit, Arayat, Bacolor, Floridabanca, Guagua, Lubao, Masantol, Mexico, Minalin, San Luis, Sasmuan, Stanta Ana, Santo Thomas areas (Pampanga district, Region III (Central Luzon) province), Balagtas, Calumpit, Guiguinto, Marilao, Meycauayan, San Miguel areas (Bulacan district, Region III (Central Luzon) province), Calamba city (Laguna district, Region IV-A (Calabarzon) province)",15,PHL
2009,Storm,Philippines (the),"Santa Teresita area (Cagayan district, Region II (Cagayan Valley) province), Silang area (Cavite district, Region IV-A (Calabarzon) province), Santa Cruz, Bay, Los Banos, Santa Rosa, Calamba, Banan, San Pedro areas (Laguna district, Region IV-A (Calabarzon) province), Pasil area (Kalinga district, Cordillera Administrative region (CAR) province)",3,PHL
2009,Storm,Philippines (the),"Isabela, Nueva Vizcaya, Cagayan districts (Region II (Cagayan Valley) province), Quezon district (Region IV-A (Calabarzon) province), Albay, Camarines Sur, Catanduanes, Sorsogon districts (Region V (Bicol region) province), Negros Occidental district (Region VI (Western Visayas) province), Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region III (Central Luzon) provinces",512,PHL
2009,Storm,Taiwan (Province of China),"Pingdong, Hualian, Gaoxiong, Taizhong, Tainan, Nantou, Taidong, Jianyi areas (Taiwan Sheng province)",630,TWN
2009,Storm,Philippines (the),"Benguet district (Cordillera Administrative region (CAR) province), Tarlac, Zambales districts (Region III (Central Luzon) province), Pangasinan district (Region I (Ilocos region) province)",26,PHL
2009,Storm,Philippines (the),"Metropolitan Manila district (National Capital region (NCR) province), Pampanga district (Region III (Central Luzon) province), Batangas, Cavite, Quezon districts (Region IV-A (Calabarzon) province), Romblon, Mindoro Oriental, Mindoro Occidental, Marinduque districts (Region IV (Southern Tagalog) province), Albay, Camarines Sur, Masbate districts (Region V (Bicol region) province), Antique district (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Region VIII (Eastern Visayas) province",16,PHL
2009,Flood,Iraq,"Mergasur, Choman, Soran districts (Erbil province) Sumel district (Dahuk province)",2,IRQ
2009,Flood,Mongolia,"Bayanzu'rx, Xan-Uul districts (Ulaanbaatar province), Ceel, To'grog districts (Govi-Altai province), Dundgovi and To'v provinces",26,MNG
2009,Flood,Nepal,"Kanchanpur, Baitadi, Dadeldhura areas (Mahakali district, Far Western province), Kailali, Doti, Achham, Bajhang areas (Seti district, Far Western province), Bardiya, Banke areas (Bheri district, Mid Western province), Dang area (Rapti district, Mid Western province), Myagdi area (Dhawalagiri district, Western province), Jumla, Kalikot areas (Karnali district, Mid Western province)",87,NPL
2009,Flood,Nepal,"Takdoo village (Bagmati district, Central province)",30,NPL
2009,Flood,Philippines (the),"ARMM province (Maguindanao, Shariff Kabunsuan, Lanao del Sur (Malabang, Kapatagan, Balabagan, Pualas, Calanugas areas) districts)), Region XII province (North Cotabato district (Kabacan, Midsayap, Libungan, Pigcawayan, Alamada, Aleosan, Pikit areas), Saranggani district (Kiamba , Maasim, Malapatan, Maitum, Alabel, Glan), South Cotabato district (Banga, Tupi, Norala, Polomolok, General Santos City (Barangay West, Baranguay Bawing villages) areas), Sultan Kudarat district (Lambayong, Isulan, Esperanza, Bagumbayan, Sen Ninoy Aquino, Kalamasig areas)), Region XI province (Davao del Sur district (Jose Abad Santos, Sarangani areas))",22,PHL
2009,Storm,Philippines (the),"Botolan area (Zambales district, Region III (Central Luzon) province), Pilar, Morong, Hermosa, Dinalupihan areas (Bataan district, Region III (Central Luzon) province), Sibalom area (Antique district, Region VI (Western Visayas) province), San Erique, Pontevedra, La Carlota City, Valladolid, Hinigaran areas (Negros Occidental district, Region VI (Western Visayas) province), Bayawan city (Negros Oriental district, Region VII (Central Visayas) province)",1,PHL
2009,Storm,Philippines (the),"Aurora, Bataan, Bulacan districts (Region III (Central Luzon) province), Mindoro Occidental, Mindoro Oriental districts (Region IV (Southern Tagalog) province), Albay, Camarines Norte, Camarines Sur districts (Region V (Bicol region) province), National Capital region (NCR), Region IV-A (Calabarzon) province",39,PHL
2009,Storm,Philippines (the),"Agusan del Norte district (Region XIII (Caraga) province), Region VII (Central Visayas), Region X (Northern Mindanao) provinces",4,PHL
2009,Flood,Tajikistan,"Ismoily Somony borough (Dushanbe city, Leninskiy district, Tadzhikistan Territories province), Shahrinav, Tursunzade, Darbanskiy, Garmskiy, Tojikobod districts (Tadzhikistan Territories province), Ghozimalik, Piynjskiy, Kumsangirskiy districts (Khatlon province)",21,TJK
2009,Flood,Turkey,"Savsat city (Savsat district, Artvin province), Sinop town (Merkez district, Sinop province), Bogazcik area (Persembe district, Ordu province), Amasra, Kurucasile, Merkez districts (Bartin province)",7,TUR
2009,Landslide,Turkey,"Trabzon city (Merkez district, Trabzon province), Giresun city (Merkez district, Giresun province)",4,TUR
2009,Volcanic activity,Philippines (the),"Camalig, Daraga, Legaspi city, Tabaco, Malilipot, Santo Domingo, Ligao, Guinobatan areas (Albay district, Region V (Bicol region) province)",,PHL
2009,Storm,Japan,"Hyoogo, Okayama provinces",12,JPN
2009,Storm,Lao People's Democratic Republic (the),"Attapu, Xekong, Savannakhet, Salavan provinces",16,LAO
2009,Storm,Philippines (the),"Bolinao, Sual, Dagupan areas (Pangasinan district, Region I (Ilocos region) province), Rizal, Cabarroguis areas (Quirino district, Region II (Cagayan Valley) province), Mandaluyong, Manila, Marikina, Muntinlupa, Navotas, Paranaque, Pasig, Las Pinas, Caloocan, Makati, Valenzuela, Malabon, Pateros, Quezon, Taguig, San Juan, Pasay areas (Metropolitan Manila district, National Capital region (NCR) province), Balanga, Orani, Mariveles, Hermosa areas (Bataan district, Region III (Central Luzon) province), Angat, Balagtas, Baliwag, Bocaue, Bulacan, Bustos, Calumpit, Guiguinto, Hagonoy, Malolos, Marilao, Meycauayan, Plaridel, San Miguel areas (Bulacan district, Region III (Central Luzon) province), Arayal, Bacolor, Lubao, Mabelacat, San Simon, San Luis, San Fernando city, Sto.Tomas, Floridablanca, Sta.Rita areas (Pampanga district, Region III (Central Luzon) province), Licab area (Nueva Ecija district, Region III (Central Luzon) province), Magsaysay, San Jose areas (Mindoro Occidental district, Region IV (Southern Tagalog) province), Naga City, Sangay, Pasacao areas (Camarines Sur district, Region V (Bicol region) province), San Pascuan area (Masbate district, Region V (Bicol region) province), Pioduran area (Albay district, Region V (Bicol region) province), Pilar area (Sorsogon district, Region V (Bicol region) province), Zamboanga city (Zamboanga Del Sur district, Region IX (Zamboanga Peninsula) province), Kalamasig area (Sultan Kudarat district, Region XII (Soccsksargen) province), Kabugao area (Apayao district, Cordillera Administrative region (CAR) province), Kabayan area (Benguet district, Cordillera Administrative region (CAR) province), Region IV-A (Calabarzon) province",501,PHL
2009,Storm,Philippines (the),"Panay area (Capiz district, Region VI (Western Visayas) province), Negros Occidental, Negros Oriental districts (Region VII (Central Visayas) province), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",14,PHL
2009,Storm,Viet Nam,"Binh Dinh, Da Nang City, Dak Lak, Gia Lai, Ha Tinh, Thua Thien - Hue, Kon Tum, Lam Dong, Phu Yen, Quang Binh, Quang Nam, Quang Ngai, Quang Tri provinces",182,VNM
2009,Storm,Viet Nam,"Binh Dinh, Phu Yen, Khanh Hoa, Ninh Thuan, Dak Lak, Quang Nam, Quang Ngai, Kon Tum, Gia Lai provinces",124,VNM
2009,Drought,Kyrgyzstan,"Batken, Bishkek, Jalal-Abad, Naryn, Osh, Talas, Ysyk-Kol provinces",,KGZ
2009,Drought,Nepal,"Far Western, Mid Western provinces",,NPL
2009,Storm,Japan,"Mie, Aiti, Gifu, Siga, Wakayama, Miyagi, Saitama provinces",4,JPN
2009,Transport accident,Iran (Islamic Republic of),Mashhad,16,IRN
2009,Transport accident,Iraq,Diwaniya region,11,IRQ
2009,Landslide,Japan,"Yamaguti, Tottori provinces",16,JPN
2009,Landslide,Japan,Hukuoka province,28,JPN
2009,Extreme temperature ,Japan,All country,16,JPN
2009,Transport accident,Kazakhstan,,10,KAZ
2009,Industrial accident,Kazakhstan,Astana,16,KAZ
2009,Miscellaneous accident,Kazakhstan,Taldykorgan,39,KAZ
2009,Storm,Cambodia,"Kampong Thom, Kratie, Mondul Kiri, Preah Vihear, Ratanak Kiri, Stung Treng provinces",17,KHM
2009,Storm,Cambodia,Kaoh Nheaek district (Mondul Kiri province),2,KHM
2009,Transport accident,Cambodia,Kratie province,27,KHM
